AV280  ACRILICO
ADC14  REDACCION
AEC12  REDES DE APRENDIZAJE
TH676  REGULACION Y POLITICAS Y DESARROLLO
TC514  RELACIONES PUBLICAS
TH652  RENACIMIENTO
PU207  RENOVACION Y REHABILITACION URBANA
RE135  REPRESENTACION ARQUITECTONICA
PD151  REPUJADO
TH572  RESTAURACION DE EDIFICIOS
AV211  RESTAURACION DE OBRA FOTOGRAFICA
AV212  RESTAURACION I
AV213  RESTAURACION II
AV214  RESTAURACION III
AV225  RETOQUE DE NEGATIVO
TH601  RETORICA
TC131  RIESGO SISMICO
TC507  RIESGO SISMICO EN EL DISE~O ARQUITECTONICO
TH654  ROMANTICOS
AV243  SEMINARIO CAMARA I
AV244  SEMINARIO CAMARA II
P0507  SEMINARIO DE ANALISIS DE MERCADO
PR134  SEMINARIO DE ANIMACION V
PD103  SEMINARIO DE CONTROL DE CALIDAD
TH231  SEMINARIO DE ETNOGRAFIA I
TH232  SEMINARIO DE ETNOGRAFIA II
AV270  SEMINARIO DE GUION I
AV271  SEMINARIO DE GUION II
TH106  SEMINARIO DE HISTORIA I
TH107  SEMINARIO DE HISTORIA II
TH108  SEMINARIO DE HISTORIA III
TH109  SEMINARIO DE HISTORIA IV
TH110  SEMINARIO DE HISTORIA V
PU515  SEMINARIO DE INVESTIGACION
TH546  SEMINARIO DE INVESTIGACION
TH660  SEMINARIO DE INVESTIGACION
P0505  SEMINARIO DE INVESTIGACION CIENTIFICA I
P0512  SEMINARIO DE INVESTIGACION CIENTIFICA II
PU520  SEMINARIO DE INVESTIGACION I
TH750  SEMINARIO DE INVESTIGACION I: ELICITACION ETNOGRAFICA
PU521  SEMINARIO DE INVESTIGACION II
TH751  SEMINARIO DE INVESTIGACION II: ANALISIS ETNOGRAFICO
PU522  SEMINARIO DE INVESTIGACION III
TH752  SEMINARIO DE INVESTIGACION III: REGISTRO DE CAMPO Y VIDEO
PU523  SEMINARIO DE INVESTIGACION IV
TH754  SEMINARIO DE INVESTIGACION IV: EL PROYECTO DE INVESTIGACION
PU524  SEMINARIO DE INVESTIGACION V
PU525  SEMINARIO DE INVESTIGACION VI
PU526  SEMINARIO DE INVESTIGACION VII
PU527  SEMINARIO DE INVESTIGACION VIII
TH607  SEMINARIO DE LEGADOS DEL FORMALISMO
PD102  SEMINARIO DE LEGISLACION
TH217  SEMINARIO DE MEDIOS
TH121  SEMINARIO DE REDACCION
P0516  SEMINARIO DE SISTEMAS PRODUCTIVOS
TH602  SEMINARIO DE SOCIOCRITICA
TH515  SEMINARIO DE TESIS
TH127  SEMINARIO DE TESIS I
TH128  SEMINARIO DE TESIS II
AV251  SEMINARIO EDICION I
AV252  SEMINARIO EDICION II
AE173  SEMINARIO PARA LA TITULACION
AV262  SEMINARIO REALIZACION I
AV263  SEMINARIO REALIZACION II
TH535  SEMINARIO SOBRE ARTE DEL RENACIMIENTO
TH614  SEMINARIO SOBRE ARTE DEL RENACIMIENTO
TH613  SEMINARIO SOBRE ARTE MEDIEVAL
TH612  SEMINARIO SOBRE CULTURA HISPANOAMERICANA
GO163  SEMINARIO SOBRE DESARROLLO SUSTENTABLE
TH521  SEMINARIO SOBRE EL ESTRUCTURALISMO
TH600  SEMINARIO SOBRE EL ESTRUCTURALISMO
AV276  SEMINARIO SONIDO I
AV277  SEMINARIO SONIDO II
PD104  SEMINARIO VALUACION DE OBRA ARTISTICA
IS514  SEMIOTICA
TH117  SEMIOTICA
TH132  SEMIOTICA DE LA ARQUITECTURA
TH131  SEMIOTICA DE LA IMAGEN
TH523  SEMIOTICA DEL ARTE
TH606  SEMIOTICA DEL ARTE
IS533  SEMIOTICA DEL CINE
TH187  SEMIOTICA DEL PRODUCTO
TH264  SEMIOTICA Y AXIOLOGIA
AV508  SENSITOMETRIA
AV282  SERIGRAFIA BASICA I
AV283  SERIGRAFIA BASICA II
PD147  SERIGRAFIA I
PD148  SERIGRAFIA II
PD122  SERIGRAFIA INDUSTRIAL
AV512  SINTESIS CONCEPTUAL
ADC11  SISTEMA EDUCATIVO NACIONAL
GO124  SISTEMAS AMBIENTALES I
PD120  SISTEMAS DE IMPRESION
PU511  SISTEMAS INFORMATICOS APLICADOS DE ANALISIS GRAFICO DE LA ARQUITECTURA
TC112  SISTEMAS MECANICOS, HIDRAULICOS Y SANITARIOS
TH129  SOCIOLOGIA DE LA MUSICA
TH503  SOCIOLOGIA DE LA PRODUCCION Y CONSUMO DEL ARTE
TH114  SOCIOLOGIA DEL ARTE
TH722  SOCIOLOGIA DEL ARTE
IS529  SOCIOLOGIA DEL CINE
TH641  SOCIOLOGIA RURAL Y URBANA
PU182  SOCIOLOGIA URBANA
TH709  SOCIOLOGIA URBANA
TH186  SOCIOLOGIA Y DISE~O
MU152  SOLFEO I
MU153  SOLFEO II
MU154  SOLFEO III
MU155  SOLFEO IV
MU118  SOLFEO SUPERIOR I
MU119  SOLFEO SUPERIOR II
MU120  SOLFEO SUPERIOR III
MU121  SOLFEO SUPERIOR IV
MU156  SOLFEO V
MU157  SOLFEO VI
MU158  SOLFEO VII
MU159  SOLFEO VIII
AV272  SONIDO I
AV273  SONIDO II
AV274  SONIDO III
AV275  SONIDO IV
A0018  SOSTENIBILIDAD Y DESARROLLO CULTURAL
PU214  SUELO URBANO Y VIVIENDA
CM506  SUSTENTABILIDAD Y MODELOS DE DESARROLLO
TH556  TALLER DE ANALISIS DE EDIFICIO
TH603  TALLER DE ANALISIS DE LA HISTORIETA
TH604  TALLER DE ANALISIS DE LA PUBLICIDAD
TH608  TALLER DE ANALISIS DE LAS ARTES PLASTICAS
TH609  TALLER DE ANALISIS DEL PARATEXTO VISUAL
TH610  TALLER DE ANALISIS DEL TEXTO FILMICO
TH605  TALLER DE ANALISIS DEL TEXTO LITERARIO
AE190  TALLER DE BAILES DE SALON
AE191  TALLER DE BAILES INTERNACIONALES
TH561  TALLER DE DATACION DE ESTILOS Y CORRIENTES ARQUITECTONICAS
TH755  TALLER DE EDICION EN AUDIO Y VIDEO
PU507  TALLER DE INVESTIGACION
TH542  TALLER DE INVESTIGACION CIENTIFICA I
TH543  TALLER DE INVESTIGACION CIENTIFICA II
TH559  TALLER DE INVESTIGACION DE CENTROS HISTORICOS
TH279  TALLER DE INVESTIGACION I
TH280  TALLER DE INVESTIGACION II
TH587  TALLER DE LA CRITICA DE LA ARQUITECTURA Y LA CIUDAD
MU237  TALLER DE LAUDERIA
PD501  TALLER DE MATERIALES (PROPIEDADES FISICAS DE LOS MATERIALES)
TC502  TALLER DE MATERIALES (PROPIEDADES QUIMICAS)
TC500  TALLER DE MATERIALES EDIFICATORIOS (PROPIEDADES FISICAS)
RE108  TALLER DE MODELOS DE ESTUDIO
RE109  TALLER DE MODELOS Y PROTOTIPOS
TH622  TALLER DE MULTIMEDIA
MU239  TALLER DE OPERA
TC508  TALLER DE PATOLOGIAS EN LA EDIFICACION ARQUITECTONICA
TC506  TALLER DE PATOLOGIAS EN LAS ESTRUCTURAS ARQUITECTONICAS I
MU329  TALLER DE PERCUSION
PU188  TALLER DE PLANEAMIENTO I
PU189  TALLER DE PLANEAMIENTO II
PD500  TALLER DE PROCEDIMIENTOS EDIFICATORIOS
TH553  TALLER DE PROCEDIMIENTOS PARA LEVANTAMIENTOS Y GRAFICACION ARQUITECTONICA
TH566  TALLER DE PROYECTOS DE CONSERVACION
TH568  TALLER DE PROYECTOS DE CONSERVACION URBANA I
TH569  TALLER DE PROYECTOS DE CONSERVACION URBANA II
TH574  TALLER DE PROYECTOS DE RESTAURACION
PD519  TALLER DE PRUEBAS ESTRUCTURALES
TH170  TALLER DE RECURSOS DIDACTICOS I
TH171  TALLER DE RECURSOS DIDACTICOS II
TH599  TALLER DE TEORIA Y ANALISIS DE LA CRITICA
TH551  TALLER DE TESIS
TH670  TALLER DE TESIS I
TH673  TALLER DE TESIS II
AE210  TALLER DE TITERES I
AE211  TALLER DE TITERES II
PD105  TALLER TECNICO I
PD106  TALLER TECNICO II
PD107  TALLER TECNICO III
PD108  TALLER TECNICO IV
AE212  TEATRO ORIENTAL
AE124  TECNICA COREOGRAFICA I
AE125  TECNICA COREOGRAFICA II
AV203  TECNICAS DE CERAMICA I
AV204  TECNICAS DE CERAMICA II
AE138  TECNICAS DE DANZA CONTEMPORANEA I
AE139  TECNICAS DE DANZA CONTEMPORANEA II
AE140  TECNICAS DE DANZA CONTEMPORANEA III
AE141  TECNICAS DE DANZA CONTEMPORANEA IV
AE134  TECNICAS DE DANZA FOLKLORICA I
AE135  TECNICAS DE DANZA FOLKLORICA II
AE136  TECNICAS DE DANZA FOLKLORICA III
AE137  TECNICAS DE DANZA FOLKLORICA IV
AV118  TECNICAS DE DIBUJO ARTISTICO I
AV119  TECNICAS DE DIBUJO ARTISTICO II
AV120  TECNICAS DE DIBUJO ARTISTICO III
AV121  TECNICAS DE DIBUJO ARTISTICO IV
AV122  TECNICAS DE DIBUJO ARTISTICO V
AV131  TECNICAS DE ESCULTURA I
AV132  TECNICAS DE ESCULTURA II
AV133  TECNICAS DE ESCULTURA III
AV134  TECNICAS DE ESCULTURA IV
AV135  TECNICAS DE ESCULTURA V
GO166  TECNICAS DE EVALUACION DE IMPACTO AMBIENTAL
TH265  TECNICAS DE INVESTIGACION
TH544  TECNICAS DE INVESTIGACION CIENTIFICA I
TH545  TECNICAS DE INVESTIGACION CIENTIFICA II
GO137  TECNICAS DE INVESTIGACION EN CIENCIAS SOCIALES
TH276  TECNICAS DE LA ENSE~ANZA DE LA DANZA I
TH277  TECNICAS DE LA ENSE~ANZA DE LA DANZA II
AV144  TECNICAS DE LABORATORIO I
AV145  TECNICAS DE LABORATORIO II
AV146  TECNICAS DE LABORATORIO III
AV147  TECNICAS DE LABORATORIO IV
AV148  TECNICAS DE LABORATORIO V
AV149  TECNICAS DE LABORATORIO VI
AV126  TECNICAS DE PINTURA I
AV127  TECNICAS DE PINTURA II
AV128  TECNICAS DE PINTURA III
AV129  TECNICAS DE PINTURA IV
AV130  TECNICAS DE PINTURA V
RE128  TECNICAS DE REPRESENTACION
PD118  TECNICAS DE REPRODUCCION I (PREPRENSA)
PD119  TECNICAS DE REPRODUCCION II (IMPRESION)
TC135  TECNICAS DE SIMULACION
CM518  TECNICAS DEL DESARROLLO DEL TALENTO Y LA CREATIVIDAD
AV138  TECNICAS FOTOGRAFICAS I
AV139  TECNICAS FOTOGRAFICAS II
AV140  TECNICAS FOTOGRAFICAS III
AV141  TECNICAS FOTOGRAFICAS IV
AV142  TECNICAS FOTOGRAFICAS V
AV143  TECNICAS FOTOGRAFICAS VI
AE115  TECNICAS FUNDAMENTALES PARA LA DANZA
DI509  TECNICAS Y METODOS DE CONCEPTUALIZACION
P0515  TECNICAS Y METODOS DE CONCEPTUALIZACION
TH571  TECNICAS Y PROCEDIMIENTOS DE CONSERVACION
TH668  TECNICOS DE INVESTIGACION
TH701  TECNOLOGIA ADECUADA A LA VIVIENDA
TH636  TECNOLOGIA APROPIADA Y APROPIABLE
PD125  TECNOLOGIA DE LA FUNCION
PD143  TECNOLOGIA Y TRANSFORMACION
PU202  TECNOLOGIAS INFORMATICAS PARA EL DESARROLLO URBANO-TERRITORIAL
PU224  TECNOLOGIAS Y ECONOMIAS DEL TRANSPORTE
IT495  TEMAS ESPECIALES I DE VIAS TERRESTRES
MU523  TEMAS SELECTOS DE LA ETNOMUSICOLOGIA
TH620  TENDENCIAS ARTISTICAS DEL SIGLO XX
AEC02  TENDENCIAS Y POLITICAS EDUCATIVAS
TC523  TENENCIA LEGAL
TH582  TEORIA CONTEMPORANEA DE LA ARQUITECTURA
TH212  TEORIA CRITICA DE LA ARQUITECTURA
TH156  TEORIA DE LA ARQUITECTURA I
TH157  TEORIA DE LA ARQUITECTURA II
TH154  TEORIA DE LA COMUNICACION I
TH155  TEORIA DE LA COMUNICACION II
TH723  TEORIA DE LA CULTURA
TH130  TEORIA DE LA FORMA
TH513  TEORIA DE LOS MATERIALES Y LAS TECNICAS
P0529  TEORIA DE LOS OBJETOS
TH113  TEORIA DEL ARTE
TH721  TEORIA DEL ARTE
TH248  TEORIA DEL COLOR
TH116  TEORIA DEL DISE~O
TH202  TEORIA DEL DRAMA I
TH207  TEORIA DEL ESPACIO
TH508  TEORIA DEL ESPACIO ARTISTICO
MU507  TEORIA DEL FOLKLORE
TH663  TEORIA DEL URBANISMO
TH501  TEORIA ESTETICA
TC136  TEORIA MATEMATICA DE LA INFORMACION
IS521  TEORIA Y CRITICA CINEMATOGRAFICA
TH518  TEORIA Y CRITICA CINEMATOGRAFICA
AE503  TEORIA Y CRITICA DE LA DANZA
AV517  TEORIA Y CRITICA DE LAS ARTES VISUALES
PU184  TEORIA Y DISE~O URBANO I
PU185  TEORIA Y DISE~O URBANO II
AEC01  TEORIA Y ESPISTEMOLOGIA EDUCATIVA
AE100  TEORIA Y PRACTICA ACTORAL I (NATURALISMO)
AE101  TEORIA Y PRACTICA ACTORAL II
AE102  TEORIA Y PRACTICA ACTORAL III
AE103  TEORIA Y PRACTICA ACTORAL IV
AE104  TEORIA Y PRACTICA ACTORAL V
AE105  TEORIA Y PRACTICA ACTORAL VI (TEATRO MUSICAL)
AE174  TEORIA Y PRACTICA ACTORAL VII
AE175  TEORIA Y PRACTICA ACTORAL VIII (PUESTA EN ESCENA PARA TITULACION)
A0012  TEORIA, TECNICAS Y DINAMICAS GRUPALES
IS512  TEORIAS CINEMATOGRAFICAS
CM509  TEORIAS DEL APRENDIZAJE Y LA EVALUACION
IS527  TEORIAS DEL ESPACIO FILMICO
MU512  TEORIAS DEL PERFORMANCE EN ETNOMUSICOLOGIA
IS513  TEORIAS Y ANALISIS DEL CINE
A0016  TEORIAS Y TECNICAS DE PROMOCION CULTURAL
TH683  TERCIANIZACION Y ECONOMIA INFORMAL
TH558  TERMINOLOGIA ARQUITECTONICA
TH208  TERMINOLOGIA Y LEXICOLOGIA
A0003  TERRITORIALIDAD Y CULTURA
TH753  TESIS
AE148  TESIS ESCOLARIZADA
PQ108  TESIS I
PQ118  TESIS I
IS502  TESIS I
PR125  TESIS I
AV195  TESIS I (DIBUJO Y ESTAMPA)
AV197  TESIS I (ESCULTURA)
AV199  TESIS I (FOTOGRAFIA)
AV201  TESIS I (PINTURA)
PQ109  TESIS II
PQ119  TESIS II
IS503  TESIS II
PR126  TESIS II
AV196  TESIS II (DIBUJO Y ESTAMPA)
AV198  TESIS II (ESCULTURA)
AV200  TESIS II (FOTOGRAFIA)
AV202  TESIS II (PINTURA)
PR127  TESIS PROFESIONAL MEDIO PARA DISE~O PUBLICITARIO
AV192  TESIS PROFESIONAL MEDIO PARA ESCULTURA I
AV193  TESIS PROFESIONAL MEDIO PARA ESCULTURA II
AV194  TESIS PROFESIONAL MEDIO PARA FOTOGRAFIA
AV190  TESIS PROFESIONAL MEDIO PARA PINTURA I
AV191  TESIS PROFESIONAL MEDIO PARA PINTURA II
PD146  TEXTILES
TC117  TOPOGRAFIA,FOTOGRAMETRIA E INTERPRETACION
TIN00  TRABAJO DE INVESTIGACION
TH621  TRATADISTA
PU117  URBANISTICA
PU179  URBANISTICA II
AEP08  USO DE TECNOLOGIAS EN EDUCACION I
AEP09  USO DE TECNOLOGIAS EN EDUCACION II
AEP10  USO DE TECNOLOGIAS EN EDUCACION III
AEP11  USO DE TECNOLOGIAS EN EDUCACION IV
PD518  USO Y APLICACION DE SISTEMAS CONSTRUCTIVOS EN RESTAURACION
PD522  USOS Y APLICACIONES DE SISTEMAS CONSTRUCTIVOS
PD513  USOS Y APLICACIONES DE SISTEMAS CONSTRUCTIVOS EN LA RESTAURACION
A0010  VALUACION DE PATRIMONIO
TH619  VANGUARDIAS
AV284  VIDEO
PR132  VIDEO CLIP
PR131  VIDEO EXPERIMENTAL
PR100  VIDEO I
PR101  VIDEO II
PD145  VITRALES
A0022  VOLUNTARIADO CULTURAL
